-56	0	0
-55	0	0
-54	0	0
-53	1	0
-52	1	0
-51	0	0
-50	0	0
-49	0	0
-48	2	0
-47	1	0
-46	1	0
-45	0	0
-44	2	0
-43	2	0
-42	2	0
-41	2	0
-40	3	0
-39	2	0
-38	2	0
-37	3	0
-36	4	0
-35	1	0
-34	2	0
-33	2	0
-32	2	0
-31	3	0
-30	1	0
-29	1	0
-28	2	0
-27	3	0
-26	3	0
-25	4	0
-24	7	0
-23	4	0
-22	3	0
-21	4	0
-20	9	0
-19	3	0
-18	4	0
-17	8	0
-16	6	0
-15	10	0
-14	7	0
-13	5	0
-12	6	0
-11	10	0
-10	10	0
-9	9	0
-8	11	0
-7	10	0
-6	10	0
-5	7	0
-4	12	0
-3	15	0
-2	0	0
-1	0	0
0	0	0
1	45	0
2	36	0
3	59	0
4	46	0
5	30	0
6	19	0
7	19	0
8	12	0
9	8	0
10	8	0
11	9	0
12	10	0
13	10	0
14	10	0
15	9	0
16	7	0
17	8	0
18	7	0
19	8	0
20	7	0
21	4	0
22	1	0
23	3	0
24	7	0
25	5	0
26	6	0
27	4	0
28	6	0
29	3	0
30	1	0
31	4	0
32	2	0
33	2	0
34	4	0
35	4	0
36	6	0
37	2	0
38	6	0
39	2	0
40	1	0
41	2	0
42	2	0
43	2	0
44	0	0
45	2	0
46	0	0
47	2	0
48	1	0
49	2	0
50	2	0
51	2	0
52	0	0
53	1	0
54	0	0
55	0	0
56	0	0
