-57	0	0
-56	1	0
-55	1	0
-54	0	0
-53	0	0
-52	0	0
-51	0	0
-50	0	0
-49	1	0
-48	1	0
-47	1	0
-46	3	0
-45	1	0
-44	5	0
-43	3	0
-42	3	0
-41	1	0
-40	1	0
-39	1	0
-38	2	0
-37	3	0
-36	4	0
-35	4	0
-34	6	0
-33	6	0
-32	4	0
-31	5	0
-30	7	0
-29	8	0
-28	8	0
-27	4	0
-26	11	0
-25	8	0
-24	5	0
-23	10	0
-22	5	0
-21	5	0
-20	3	0
-19	8	0
-18	4	0
-17	7	0
-16	8	0
-15	7	0
-14	7	0
-13	11	0
-12	10	0
-11	6	0
-10	8	0
-9	5	0
-8	5	0
-7	7	0
-6	4	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	11	0
6	7	0
7	10	0
8	6	0
9	17	0
10	8	0
11	7	0
12	11	0
13	5	0
14	11	0
15	6	0
16	10	0
17	6	0
18	4	0
19	13	0
20	10	0
21	7	0
22	8	0
23	5	0
24	10	0
25	8	0
26	4	0
27	5	0
28	4	0
29	10	0
30	4	0
31	12	0
32	1	0
33	6	0
34	5	0
35	5	0
36	5	0
37	5	0
38	6	0
39	7	0
40	2	0
41	4	0
42	2	0
43	3	0
44	5	0
45	2	0
46	3	0
47	1	0
48	4	0
49	1	0
50	4	0
51	3	0
52	1	0
53	1	0
54	0	0
55	0	0
56	0	0
57	0	0
